Concentration (g/mL),Uncoated Layer (nm),Total Thickness (nm),Bonded Thickness (nm)
1.2364009792031712,1.5519792435846984,2.399698826708189,0.49440934286939325
0.21864382342756494,1.4776639767352895,0.8106122473198915,0.45652026524038125
5.149716444587077,1.4406840033960142,6.71521639130059,0.5519148891487488
0.20207432826695312,1.6130767393693208,0.9401299562704768,0.3895658332122388
4.8074383592156975,1.4403311853304102,6.28946950523831,0.5478359057600283
2.224531660195642,1.4295181587437666,3.164048641152117,0.5717779408993934
2.3063317954742595,1.435991522554687,3.3762092180808505,0.5378059601688159
0.14120725848984256,1.4533413479146418,1.0008422690542627,0.588608260580238
2.5981044184322135,1.4345724143845624,3.697279132703219,0.5615442600859911
0.5259198264698105,1.4670299037799794,1.3017916216367416,0.5248178885078609
0.2878596138506141,1.4508034372482759,1.0532102604680857,0.6492511312482862
0.15508919882996464,1.4169802467265415,0.9721423264147877,0.5659158050875824
6.623341370086373,1.525989806791674,9.283675929708616,0.5249358078862083
0.0693554975491196,1.6219025599991193,0.7775164489831095,0.41249190998895086
0.3955050887042598,1.6145461968148944,1.160934468849338,0.38892759950685407
0.14668994637052613,1.4491360417730632,0.9666262162892181,0.5986461370797096
0.37623415744368877,1.6282900743442665,1.1590077102205598,0.40003940772984
-0.09089722483002637,1.4863535211301369,0.44297446116378536,0.43688028210206314
4.947337857958796,1.4283938458650098,6.414454382515783,0.564230513496702
9.85493608180543,1.4800472205041795,13.006174821866148,0.513387445409584
0.07624043126933729,1.4580710176536922,0.6906364001663209,0.4876588747137217
6.636573328793571,1.5234309276375102,9.351630097765755,0.4881810571833452
0.09424560922802083,1.6199418831279515,0.8020447346811542,0.3791792002870137
0.1347570940035471,1.6156479498931295,0.8041447200095103,0.3636384981954216
-0.4698667586550785,1.4871567929747036,-0.020605511949933097,0.4603673578936961
0.02144466923369412,1.6395792353255703,0.7239519794537859,0.34834325239389574
0.007865259807129307,1.434272308716481,0.7768154687492923,0.5276361798531847
3.4050159040190406,1.4414070227250055,4.727303267867572,0.5614836968754772
0.2153054172670479,1.433019617246946,1.0050602777149351,0.6911140340516553
1.8834449563043736,1.4960967024349592,3.325037001494611,0.5300906826229591
7.03794709715142,1.5273290339351004,9.8250880776131,0.5189073810040292
6.962038903073467,1.5272796835654865,9.70182903383972,0.5297978667401747
0.2763660767113424,1.623376769171324,0.9670609197485718,0.39988109166002656
-0.1570795551097375,1.6209655577333957,0.4776763063790212,0.3770721168020861
0.1921694096549461,1.482792010354737,0.8657120930426448,0.4563294054957292
2.980194639939633,1.411292137916295,4.247573591750075,0.5835963569396054
1.1200712268612145,1.4871325456200795,2.1496489672602834,0.5751104302741457
1.826224505673773,1.5238133508070886,3.0981735303302957,0.46466943248770787
0.3815877638112607,1.4228240923470954,1.2755845560326204,0.5424559003797527
-0.09156580305971515,1.4309864912245445,0.6585096439696488,0.5440126942697108
0.9721410615272946,1.55967539548613,2.0553364388292814,0.48017959247564956
0.37619817549593104,1.4731258936491094,1.075847174700122,0.4553445698668147
-0.0389560636821224,1.4424982285557557,0.7178916004401159,0.6294460971541955
0.25575642267628335,1.6202884265153221,0.9315239563416611,0.3327426707722549
0.7038109208986143,1.4282389019996953,1.6174590555403634,0.5611222617015356
2.8718060607174074,1.4354235346636377,4.04029714096396,0.5624151199880939
0.3100448679361051,1.4517720464553459,1.1861747390526114,0.603885953033401
-0.16227424523550651,1.451311996459929,0.5353526038168037,0.6017175516464558
5.43219462929337,1.4281652729867615,7.0506918574860125,0.5594466374948142
3.199728147299316,1.4380173875841566,4.453615868422372,0.5601592200739207
0.20299084497063374,1.5002358934394426,0.7999851840271048,0.4523552449395422
-0.11244089701550902,1.6285912223367145,0.5171439416775565,0.3369696441593697
0.32360937823478864,1.4503785429434413,1.2052039588018368,0.593917897517377
-0.2765037877077525,1.437213111052998,0.40754417812764887,0.5243734364286918
0.051291250226510016,1.626410912866024,0.6729044728778305,0.4072358313403342
1.6283634460076164,1.4942595695146261,3.0566812004887414,0.5235295637245081
1.2187790480750755,1.494271441008969,2.298651451930174,0.5745638548213732
0.3960691534837394,1.6261035051677954,1.1604024677221794,0.34946748968975355
-0.18653505453064131,1.4825187388487564,0.34125614651897707,0.4957082611298374
0.4745930344041892,1.4833656802189812,1.1616983851221103,0.4672004158714573
1.3008896964998644,1.5054197852148066,2.439554050269845,0.46003628570598826
2.066917255090634,1.434459194844813,3.0425146485588606,0.5825987395758049
0.3896681835052902,1.6221453020943954,1.1208025720129688,0.33255440061269687
0.26548553066619984,1.4543823864471432,1.0908642007044795,0.6008378239916932
0.0020970995159929444,1.4534028014842724,0.7262019655590509,0.6633868549002659
-0.14414101521313064,1.4284434544583962,0.5330650487918812,0.6907441183348373
0.2862007546327517,1.4295325007514328,1.1350775269696072,0.5434959276642726
0.17068441627069286,1.4414302400237349,0.9405489859009241,0.6792908845177851
0.9545816167856568,1.4805700138421674,1.9562704225224243,0.5903499497502243
4.930255051347232,1.4371621096603844,6.480199231117466,0.5526067993789976
1.6863296436300068,1.4998355372162804,2.9198881422596967,0.47261981250174584
0.6062322554116042,1.4639122037274257,1.4331481117404479,0.519136389730349
0.1365487692265129,1.447088135485484,0.9297974511796211,0.587531815308871
0.49657149919467075,1.4691208059243936,1.2900881439912413,0.5186221356261398
1.174686936205489,1.493356252327659,2.2282519487233277,0.5671532622320046
0.14599656353183377,1.4446643902417906,0.9241829486990923,0.6639415863839774
0.37206950624803387,1.497736106448057,1.0313259747316392,0.4697367453451787
0.3046340611327887,1.4482932849140762,1.0447361105276372,0.6668428850842154
0.31194209193251254,1.5087284604804176,0.971625778345043,0.4428394234105543
0.37462143283402516,1.447747218371722,1.0716025147021817,0.4775642749587103
0.612986120463718,1.4859819814279571,1.4059203048415039,0.497932444427166
-0.11652769103421143,1.4478342917528806,0.4146278876962396,0.47416876105357175
3.254411609511627,1.4489550289395146,4.516180442829802,0.5425610159499943
2.5143634510187445,1.422327834518003,3.6528819673166377,0.5589135926702424
-0.5002039894951958,1.6490537875003557,0.0686776675597145,0.35629624410082955
0.05666169291201055,1.4494427732825297,0.8646170791834258,0.6018635828672156
-0.42972675518515313,1.6363340102065362,0.15872952749387792,0.37107614768372693
1.6046224694136972,1.4896138532911085,3.015096987392052,0.5401124014426175
0.2994604139303024,1.478330087323045,1.0333219860395004,0.5131798017401976
0.33600093940972436,1.4555958017789747,1.0285101547957094,0.46846639165390497
0.13436373873727628,1.454207945730535,0.8686136297189239,0.6536558524651384
0.20193515342032717,1.4424581394848217,0.9138934097256163,0.6719195073436884
0.4412763393224878,1.4485276713482296,1.3112048792762205,0.6031194818236756
0.682160246512354,1.4636847024202058,1.5407317209204605,0.5113096581022438
6.862919357837147,1.508046528710974,9.728954206971999,0.5219473155592161
1.5743926489153928,1.5026568866687322,2.772905555688821,0.4667019661773323
0.5662458410391767,1.4695836045769333,1.3791957425223476,0.521005492559982
1.7172662440648057,1.5442627774825606,2.975159594272676,0.5005073405695598
3.068885726350054,1.4358650739360739,4.266805679122654,0.5588270064595677
2.680147146657468,1.4323684631828872,3.7965400608706896,0.5658196817933925
0.2853334264059806,1.4671107740018527,1.0090537957824683,0.5249751012283066
-0.2322992672787175,1.443740763615268,0.3722256145197988,0.6732404647471997
2.555673148374544,1.4428300476435418,3.602703659047426,0.5581742694781376
0.5432460347189916,1.4787703713632248,1.3601342342923382,0.5087902821987323
1.810371739389657,1.471716941994705,3.246369241553933,0.5598296273637692
0.3473226097015906,1.464494543011725,1.0889978482500071,0.5072265192266944
-0.06086832982920465,1.5011624127805356,0.5060229528610768,0.47469977378242184
3.0082912252449288,1.4264601802974954,4.2261972820644464,0.5815286744301164
-0.09925380346347515,1.443079272511004,0.6594750799012343,0.5474152335276381
-0.10025974053460819,1.4898291399431651,0.4063419038386039,0.47231143948559423
0.2603589345103573,1.4423354755629239,1.066948924384895,0.6742273710914422
-0.07551412101870222,1.4522277177609488,0.6003621766024658,0.6584494555817887
0.44501893913861673,1.437630064002857,1.3273929995954528,0.6924040189088764
0.3166359553453822,1.6356482512792954,1.0023070144641788,0.39467326269925196
0.29488664335097864,1.6244344149342211,1.0190336072690416,0.40074170643898893
-0.1412134448059003,1.438790609427466,0.5772132322837074,0.546830035691546
1.6723340151657609,1.5000507929764622,2.9110107473298905,0.4843468125445446
-0.11220550350511949,1.4650693121202285,0.593498194368094,0.5676021664685506
-0.11631034918571614,1.4759754116249542,0.5219356790565841,0.49659916246907976
0.012700524696863058,1.4493091457108054,0.7629872754187943,0.6109783422087988
1.0513268996659415,1.470141438397644,2.073566081953291,0.5944295199668954
-0.15348526271615773,1.630696418697153,0.4613113268160571,0.33966112421158073
5.447971941865165,1.449327141494863,6.998350926583355,0.5401554615651297
0.10341144641641173,1.4767019252130686,0.7084052782940893,0.4598132391009819
2.6926485635200517,1.4281765967554254,3.8498502609237595,0.6130606530939078
0.24105850564393633,1.6387051040021574,1.005636727801577,0.3705882243756069
1.9655124144016471,1.487763698045925,3.436341985842759,0.5293144750896364
7.072059711788307,1.5109177802939429,9.855173808297213,0.49001388422454345
0.41474996631211736,1.6218155850953622,1.1781676796049316,0.37580515081816634
-0.07924540018459568,1.4878344432105743,0.48407357782375615,0.4425215111189406
0.10261991321343261,1.4887793400519291,0.7746401412045154,0.4895948350414294
4.867173498742891,1.4396359844978976,6.415436399670932,0.5494975050020467
9.753951767039819,1.4974514352991657,12.872492035229072,0.5015212525819711
0.12095706748380486,1.4608417328026315,0.8719214654190163,0.6308358548629502
0.08176098782923746,1.447998357026515,0.8775749613800743,0.6074970252424001
0.07911645871428655,1.453845355489565,0.8941618333383482,0.607346335316161
2.5408080321491457,1.4925288264746372,4.202361683464052,0.5449059818629407
0.26977483960013465,1.4311370871039775,1.1046771523028187,0.5667475134177161
0.5456716852002674,1.4376895711496582,1.435975396940481,0.5568953693478448
0.38843871516851214,1.419667982849623,1.24259651262441,0.5466436026504716
4.606957487603385,1.4518937965681613,6.0852466643628125,0.5390496645392795
0.12930101402058428,1.48694705777797,0.6911149103791033,0.4692861260629977
-0.046875160889712886,1.4714899985064465,0.5016956286097903,0.4768905628248913
1.0370926797739646,1.4672658188408834,2.073273069880491,0.6189685928034565
1.0980537546084026,1.4856499894716364,2.147392764539411,0.5840490345961795
-0.15638135919149287,1.4450548909301042,0.5497654306703713,0.6700384886000491
-0.0952722092651739,1.4830694069158186,0.4452313549764304,0.4575311220350601
0.29674538763479036,1.485961196740641,0.9363769146735167,0.4475552697281145
0.1083870825942361,1.4307781769410834,0.8787641901585646,0.5381966655531096
2.892758583514485,1.430343710626025,4.064989296140041,0.5608519430877515
10.058011293834177,1.465482966280562,13.256140285077404,0.5252364503928374
-0.08256218822183685,1.4596586349678848,0.6711125407639971,0.621683563341379
3.1059336818756393,1.4278994824953053,4.347488090095301,0.5741482921231853
-0.261832958048837,1.6259428883448348,0.3285419648984942,0.349895775195026
2.2029278493464446,1.486147222504661,3.7411884283753287,0.5436310003004805
3.5710239168156903,1.4303158490035692,4.925063144238588,0.5598519005854994
-0.046622046147460336,1.474809481938305,0.5464917057957185,0.4573213650722593
5.039315855290091,1.4295572216514563,6.527216532505858,0.5627837605079502
7.281251345645052,1.527422567616532,10.101654948331216,0.5129963484376265
